POLY_,POLY_ID,AREA,PERIMETER,OPPR,X,Y,KOORDH,POSTNAVN,OPPDATDATO,MALEMETODE,NOYAKTIGHE,SYNBARHET,H_MALEMETO,H_NOYAKTIG,MAX_AVVIK,OBJTYPE,,POSTNR,KOMM,ID,Lat,Long
978,4809,6137300.698,12478.70864,4,-36234.31,6567706.27,16.32,R�YNEBERG,,55,1500,0,0,0,0,Postomr�de,,4052,1124,1,58.953037,5.63539
979,4815,106369701.4,54112.75493,4,-48658.46,6569189.95,0,TANANGER,,55,1500,0,0,0,0,Postomr�de,,4056,1124,1,58.953037,5.63539
980,4819,2828650.967,6951.90185,4,-28386.21,6575563.35,0,VASS�Y,,0,0,0,0,0,0,Postomr�de,,4076,1103,1,58.953037,5.63539
981,4826,1711989.633,7877.14095,4,-35190,6572428,0,HAFRSFJORD,,0,0,0,0,0,0,Postomr�de,,4042,1103,1,58.953037,5.63539
982,4832,2823984.089,10605.34189,4,-32194.32,6570074,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4017,1103,1,58.953037,5.63539
983,4845,521291.7295,4999.86992,4,-32875.49,6574080.99,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4024,1103,1,58.953037,5.63539
984,4848,805166.1711,4333.38512,4,-34399.43,6576497.54,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4028,1103,1,58.953037,5.63539
985,4852,13431330.04,14005.82395,4,-29692.82,6582115.6,0,AUSTRE �M�Y,,0,0,0,0,0,0,Postomr�de,,4154,1103,1,58.953037,5.63539
986,4859,2483916.848,8548.58904,4,-34151.06,6573641.24,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4023,1103,1,58.953037,5.63539
987,4864,326692.1549,3944.53273,4,-32406.27,6573689.35,0,STAVANGER,,82,0,0,0,0,0,Postomr�de,,4008,1103,1,58.953037,5.63539
988,4868,1372863.177,5722.11431,4,-34490.42,6572791.4,0,STAVANGER,,82,0,0,0,0,0,Postomr�de,,4022,1103,1,58.953037,5.63539
989,4872,1272538.714,6216.52818,4,-32940.18,6573022.34,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4009,1103,1,58.953037,5.63539
990,4877,321266.7682,3897.10275,4,-31987.16,6573691.65,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4005,1103,1,58.953037,5.63539
991,4880,336707.4711,2742.79232,4,-31823.91,6574083.18,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4006,1103,1,58.953037,5.63539
992,4889,1899303.113,8106.17014,4,-30728.48,6573389.01,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4014,1103,1,58.953037,5.63539
993,4894,543395.8072,5671.37118,4,-31668.99,6573223.79,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4012,1103,1,58.953037,5.63539
994,4898,795104.6822,5189.35011,4,-32158.15,6572739.8,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4010,1103,1,58.953037,5.63539
995,4903,793582.554,5753.4048,4,-32015.77,6571820.24,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4011,1103,1,58.953037,5.63539
996,4910,3274085.01,10191.53078,4,-34238.62,6571628.01,26.15,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4021,1103,1,58.953037,5.63539
997,4913,1688853.598,7157.79724,4,-33397.6,6571022.76,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4019,1103,1,58.953037,5.63539
998,4915,2364565.918,9379.67806,4,-31370.15,6570750.01,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4016,1103,1,58.953037,5.63539
999,4918,4437848.681,12857.25233,4,-33206.9,6569556.36,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4018,1103,1,58.953037,5.63539
1000,4921,3911285.575,11046.62819,4,-32833.89,6566810.75,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4032,1103,1,58.953037,5.63539
1001,4924,3801576.305,11838.1344,4,-35920.99,6571848,0,HAFRSFJORD,,0,0,0,0,0,0,Postomr�de,,4045,1103,1,58.953037,5.63539
1002,4931,2634672.879,8800.10014,4,-38900.01,6574670.49,0.38,HAFRSFJORD,,0,0,0,0,0,0,Postomr�de,,4049,1103,1,58.953037,5.63539
1003,4936,2852474.872,10317.90988,4,-37180,6574154,6.26,HAFRSFJORD,,0,0,0,0,0,0,Postomr�de,,4047,1103,1,58.953037,5.63539
1004,4938,2374500.233,10115.93214,4,-39105.31,6574116.93,0,HAFRSFJORD,,0,0,0,0,0,0,Postomr�de,,4048,1103,1,58.953037,5.63539
1005,4942,604039.9362,4531.5442,4,-33236.59,6575269.21,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4026,1103,1,58.953037,5.63539
1006,4946,879811.0033,5213.69301,4,-33557.98,6574636.27,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4025,1103,1,58.953037,5.63539
1007,4951,3262090.662,11583.51641,4,-34378.11,6577051.9,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4029,1103,1,58.953037,5.63539
1008,4955,1148205.588,6950.61329,4,-32642.86,6574404.65,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4007,1103,1,58.953037,5.63539
1009,4957,3768742.963,9093.49496,4,-30115.59,6576027.32,0,HUNDV�G,,0,0,0,0,0,0,Postomr�de,,4085,1103,1,58.953037,5.63539
1010,4961,8231843.983,19055.80527,4,-32884.46,6567979.03,16.32,STAVANGER,,82,0,0,0,0,0,Postomr�de,,4020,1103,1,58.953037,5.63539
1011,4968,494367366.6,127886.9787,4,7924.62,6589883.61,0,�RDAL I RYFYLKE,,55,1500,0,0,0,0,Postomr�de,,4137,1133,1,58.953037,5.63539
1012,4971,11048322.78,14169.05742,4,-25524.22,6585413.08,0,BRIMSE,,82,0,0,0,0,0,Postomr�de,,4153,1142,1,58.953037,5.63539
1013,4976,26966160.92,35924.85507,4,-26250.52,6575441.05,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4013,1103,1,58.953037,5.63539
1014,4980,153880761.6,56092.05077,4,-15772.3,6582103.01,0,TAU,,55,1500,0,0,0,0,Postomr�de,,4120,1130,1,58.953037,5.63539
1015,4982,16841575.31,16295.87503,4,-25144.6,6581353.22,0,S�R-HIDLE,,82,0,0,0,0,0,Postomr�de,,4123,1130,1,58.953037,5.63539
1016,4984,2784295.64,13603.29887,4,-37278.44,6572987.53,0,HAFRSFJORD,,0,0,0,0,0,0,Postomr�de,,4043,1103,1,58.953037,5.63539
1017,4985,1510972.714,5120.25553,4,-38316.14,6573112.58,0,HAFRSFJORD,,0,0,0,0,0,0,Postomr�de,,4046,1103,1,58.953037,5.63539
1018,4988,57273806.82,46897.48215,4,-25398.92,6565821.9,0,HOMMERS�K,,55,1500,0,0,0,0,Postomr�de,,4311,1102,1,58.953037,5.63539
1019,4989,6135417.711,12966.67512,4,-30279.62,6572208.71,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4015,1103,1,58.953037,5.63539
1020,4990,1910433.902,7184.68302,4,-34841.93,6566046.87,0,STAVANGER,,0,0,0,0,0,0,Postomr�de,,4033,1103,1,58.953037,5.63539
1021,4996,110118104.5,42872.1162,4,-12428.32,6604849.73,0,OMBO,,55,1500,0,0,0,0,Postomr�de,,4187,1141,1,58.953037,5.63539
1022,5003,55050157.34,35536.50007,4,-195.88,6605577.63,0,SKIFTUN,,55,1500,0,0,0,0,Postomr�de,,4146,1133,1,58.953037,5.63539
1025,5021,21957159.75,19119.44433,4,-13911.98,6610832.69,0,FOLD�Y,,82,0,0,0,0,0,Postomr�de,,4198,1134,1,58.953037,5.63539
1026,5028,125463901,49093.67451,4,4582.88,6612711.89,0,ERFJORD,,82,0,0,0,0,0,Postomr�de,,4233,1134,1,58.953037,5.63539
1027,5030,97043966.26,46436.70075,4,-5525.43,6614171.98,0,JELSA,,82,0,0,0,0,0,Postomr�de,,4234,1134,1,58.953037,5.63539
1028,5034,47457345.4,40874.64787,4,-48258.78,6614254.38,0,R�YKSUND,,55,1500,0,0,0,0,Postomr�de,,5546,1149,1,58.953037,5.63539
1029,5039,49749758.46,33629.17807,4,-34025.6,6616764.41,0,HERVIK,,55,1500,0,0,0,0,Postomr�de,,5566,1146,1,58.953037,5.63539
1030,5044,46080339.16,38456.91231,4,-43181.23,6622732.75,158,F�RRESFJORDEN,,55,1500,0,0,0,0,Postomr�de,,5563,1146,1,58.953037,5.63539
1031,5053,80716735.09,49658.52164,4,-30051.49,6624085.49,0.21,SKJOLDASTRAUMEN,,55,1500,0,0,0,0,Postomr�de,,5567,1146,1,58.953037,5.63539
1032,5060,146333105.6,77794.59029,4,-38993.86,6621476.54,0,AKSDAL,,55,1500,0,0,0,0,Postomr�de,,5570,1146,1,58.953037,5.63539
1033,5062,64886036.21,37083.03054,4,-37369.62,6611275.87,0,TYSV�RV�G,,55,1500,0,0,0,0,Postomr�de,,5565,1146,1,58.953037,5.63539
1036,5075,1346339.697,7140.68215,4,-34881.68,6571496.75,0,HAFRSFJORD,,0,0,0,0,0,0,Postomr�de,,4041,1103,1,58.953037,5.63539
1037,5078,46506635.03,32111.83353,4,-21552.44,6575057.03,0,IDSE,,82,0,0,0,0,0,Postomr�de,,4102,1130,1,58.953037,5.63539
1039,5087,194787090.7,63585.17083,4,-7320.64,6632772.83,755.12,VIKEDAL,,55,1500,0,0,0,0,Postomr�de,,5583,1160,1,58.953037,5.63539
1040,5091,164750053.8,61555.34324,4,-7940.19,6622483.26,0,HEBNES,,82,0,0,0,0,0,Postomr�de,,4235,1134,1,58.953037,5.63539
1041,5094,250501585.3,75219.9407,4,-20867.64,6617382.32,0,NEDSTRAND,,55,1500,0,0,0,0,Postomr�de,,5560,1146,1,58.953037,5.63539
1042,5100,102644834.1,58541.68955,4,-31533.39,6633188.64,20.97,SKJOLD,,55,1500,0,0,0,0,Postomr�de,,5574,1160,1,58.953037,5.63539
1043,5104,88234184.25,44152.35413,4,-16852.21,6635523.55,755.12,SANDEID,,55,1500,0,0,0,0,Postomr�de,,5585,1160,1,58.953037,5.63539
1044,5109,39896116.39,30642.04909,4,-23537.11,6637026.85,107.26,�VRE VATS,,55,1500,0,0,0,0,Postomr�de,,5576,1160,1,58.953037,5.63539
1045,5110,87564723.44,52671.98064,4,-22609.54,6630022.11,0.21,NEDRE VATS,,55,1500,0,0,0,0,Postomr�de,,5578,1160,1,58.953037,5.63539
1046,5111,8322818.856,13252.7331,4,-46028.97,6624062.99,40.6,KOLNES,,55,1500,0,0,0,0,Postomr�de,,5541,1149,1,58.953037,5.63539
1047,5114,359452402.4,98711.89188,4,26353.52,6604862.35,0,J�SENFJORDEN,,55,1500,0,0,0,0,Postomr�de,,4134,1133,1,58.953037,5.63539
1048,5115,117359042.3,54100.25316,4,-11582.34,6576545.79,0,J�RPELAND,,55,1500,0,0,0,0,Postomr�de,,4100,1130,1,58.953037,5.63539
1049,5119,13007306.92,14877.65896,4,-28559.6,6553435.17,303.1,FIGGJO,,55,1500,0,0,0,0,Postomr�de,,4332,1102,1,58.953037,5.63539
