POLY_,POLY_ID,AREA,PERIMETER,OPPR,X,Y,KOORDH,POSTNAVN,OPPDATDATO,MALEMETODE,NOYAKTIGHE,SYNBARHET,H_MALEMETO,H_NOYAKTIG,MAX_AVVIK,OBJTYPE,POSTNR,KOMM,ID,Lat,Long
1036,5075,1346339.69676,7140.68215,4,-34881.68000,6571496.75000,0.00000,HAFRSFJORD,,0,0,0,0,0,0,Postomr�de,4041,1103,1,59.28772,5.11688
1037,5078,46506635.02899,32111.83353,4,-21552.44000,6575057.03000,0.00000,IDSE,,82,0,0,0,0,0,Postomr�de,4102,1130,1,59.28772,5.11688
1039,5087,194787090.73216,63585.17083,4,-7320.64000,6632772.83000,755.12000,VIKEDAL,,55,1500,0,0,0,0,Postomr�de,5583,1160,1,59.28772,5.11688
1040,5091,164750053.81411,61555.34324,4,-7940.19000,6622483.26000,0.00000,HEBNES,,82,0,0,0,0,0,Postomr�de,4235,1134,1,59.28772,5.11688
1041,5094,250501585.31807,75219.94070,4,-20867.64000,6617382.32000,0.00000,NEDSTRAND,,55,1500,0,0,0,0,Postomr�de,5560,1146,1,59.28772,5.11688
1042,5100,102644834.13814,58541.68955,4,-31533.39000,6633188.64000,20.97000,SKJOLD,,55,1500,0,0,0,0,Postomr�de,5574,1160,1,59.28772,5.11688
1043,5104,88234184.24539,44152.35413,4,-16852.21000,6635523.55000,755.12000,SANDEID,,55,1500,0,0,0,0,Postomr�de,5585,1160,1,59.28772,5.11688
1044,5109,39896116.39232,30642.04909,4,-23537.11000,6637026.85000,107.26000,�VRE VATS,,55,1500,0,0,0,0,Postomr�de,5576,1160,1,59.28772,5.11688
1045,5110,87564723.43715,52671.98064,4,-22609.54000,6630022.11000,0.21000,NEDRE VATS,,55,1500,0,0,0,0,Postomr�de,5578,1160,1,59.28772,5.11688
1046,5111,8322818.85602,13252.73310,4,-46028.97000,6624062.99000,40.60000,KOLNES,,55,1500,0,0,0,0,Postomr�de,5541,1149,1,59.28772,5.11688
1047,5114,359452402.36112,98711.89188,4,26353.52000,6604862.35000,0.00000,J�SENFJORDEN,,55,1500,0,0,0,0,Postomr�de,4134,1133,1,59.28772,5.11688
1048,5115,117359042.31357,54100.25316,4,-11582.34000,6576545.79000,0.00000,J�RPELAND,,55,1500,0,0,0,0,Postomr�de,4100,1130,1,59.28772,5.11688
1049,5119,13007306.92142,14877.65896,4,-28559.60000,6553435.17000,303.10000,FIGGJO,,55,1500,0,0,0,0,Postomr�de,4332,1102,1,59.28772,5.11688
1050,5121,3653522.01315,12414.13391,4,-40867.43000,6548147.66000,0.00000,BRYNE,,55,1500,0,0,0,0,Postomr�de,4340,1121,1,59.28772,5.11688
1051,5123,65454726.68600,49218.26269,4,-43103.13000,6557643.24000,1.90000,VOLL,,55,1500,0,0,0,0,Postomr�de,4354,1120,1,59.28772,5.11688
1052,5124,3878675.79759,12596.23637,4,-34240.45000,6575335.28000,25.59000,STAVANGER,,0,0,0,0,0,0,Postomr�de,4027,1103,1,59.28772,5.11688
1053,5125,3037148.22574,12707.66807,4,-35949.47000,6570512.90000,62.02000,HAFRSFJORD,,0,0,0,0,0,0,Postomr�de,4044,1103,1,59.28772,5.11688
1054,5126,212172580.74484,76164.72350,4,-21379.66000,6549415.57000,186.00000,�LG�RD,,55,1500,0,0,0,0,Postomr�de,4330,1122,1,59.28772,5.11688
1132,5592,409125793.69856,115582.22400,4,20755.07000,6466243.39000,0.00000,FARSUND,,55,1500,0,0,0,0,Postomr�de,4550,1003,1,59.28772,5.11688
1134,5605,152132127.72440,62981.18868,4,23036.76000,6507542.28000,300.15000,GYLAND,,55,1500,0,0,0,0,Postomr�de,4436,1004,1,59.28772,5.11688
1135,5612,54159464.47369,35319.83848,4,42786.12000,6493281.92000,135.79000,SNARTEMO,,55,1500,0,0,0,0,Postomr�de,4590,1034,1,59.28772,5.11688
1136,5622,124088311.32634,65476.98622,4,45320.80000,6499535.00000,0.00000,TINGVATN,,55,1500,0,0,0,0,Postomr�de,4595,1034,1,59.28772,5.11688
1137,5626,285059871.22443,83436.20613,4,48969.68000,6509300.42000,0.00000,EIKEN,,55,1500,0,0,0,0,Postomr�de,4596,1034,1,59.28772,5.11688
1166,5760,509853116.18227,149483.20953,4,34005.84000,6502777.63000,328.11000,KVINESDAL,,55,1500,0,0,0,0,Postomr�de,4480,1037,1,59.28772,5.11688
1167,5764,49000141.04796,39337.06710,4,20108.69000,6490644.07000,0.00000,FEDA,,55,1500,0,0,0,0,Postomr�de,4485,1037,1,59.28772,5.11688
1168,5765,11972390.98119,14428.30767,4,23988.60000,6489585.92000,0.00000,�YESTRANDA,,55,1500,0,0,0,0,Postomr�de,4484,1037,1,59.28772,5.11688
1169,5770,404796101.08659,112245.27048,4,35487.26000,6529443.22000,0.00000,KVINLOG,,55,1500,0,0,0,0,Postomr�de,4473,1037,1,59.28772,5.11688
1172,5788,95601892.85637,49855.21139,4,40500.25000,6484311.90000,385.17000,KV�S,,55,1500,0,0,0,0,Postomr�de,4588,1032,1,59.28772,5.11688
1173,5790,323212314.81175,97864.40093,4,33760.00000,6472461.84000,0.00000,LYNGDAL,,55,1500,0,0,0,0,Postomr�de,4580,1032,1,59.28772,5.11688
1186,5872,153996284.21965,67116.02254,4,10845.74000,6475451.75000,0.00000,VANSE,,55,1500,0,0,0,0,Postomr�de,4560,1003,1,59.28772,5.11688
1187,5876,52976415.29140,32072.64150,4,6776.49000,6484829.52000,0.00000,HIDRASUND,,55,1500,0,0,0,0,Postomr�de,4432,1004,1,59.28772,5.11688
1188,5878,12349920.52770,14801.69933,4,10596.36000,6483590.64000,0.00000,ANDABEL�Y,,55,1500,0,0,0,0,Postomr�de,4434,1004,1,59.28772,5.11688
1200,5903,129800925.39045,69476.75722,4,12978.16000,6516420.11000,0.00000,SIRA,,55,1500,0,0,0,0,Postomr�de,4438,1004,1,59.28772,5.11688
1201,5904,285482050.36297,103860.63288,4,10771.51000,6495059.68000,438.98000,FLEKKEFJORD,,55,1500,0,0,0,0,Postomr�de,4400,1004,1,59.28772,5.11688
1202,5905,217586317.05152,70919.64064,4,-4939.88000,6483761.60000,0.00000,�NA-SIRA,,55,1500,0,0,0,0,Postomr�de,4420,1004,1,59.28772,5.11688
1203,5910,801789967.65916,142850.78912,4,39412.34000,6567387.01000,0.00000,TJ�RHOM,,55,1500,0,0,0,0,Postomr�de,4443,1046,1,59.28772,5.11688
1204,5914,715120265.05968,168662.62090,4,24751.18000,6545194.98000,464.78000,TONSTAD,,55,1500,0,0,0,0,Postomr�de,4440,1046,1,59.28772,5.11688
1223,6036,175406662.84525,72524.02052,4,-57795.43000,6651567.96000,0.00000,B�MLO,,55,1500,0,0,0,0,Postomr�de,5443,1219,1,59.28772,5.11688
1224,6042,158900811.58630,73508.82812,4,-50732.81000,6659135.08000,0.00000,FINN�S,,55,1500,0,0,0,0,Postomr�de,5437,1219,1,59.28772,5.11688
1227,6054,18211351.65247,19681.89490,4,-44239.14000,6667623.33000,0.00000,FOLDR�YHAMN,,55,1500,0,0,0,0,Postomr�de,5428,1219,1,59.28772,5.11688
1232,6081,101440703.95490,48242.55825,4,-11457.80000,6655254.57000,0.00000,SK�NEVIK,,55,1500,0,0,0,0,Postomr�de,5593,1211,1,59.28772,5.11688
1258,6230,60653875.15944,32573.23775,4,-24186.09000,6659407.42000,0.00000,FJELBERG,,55,1500,0,0,0,0,Postomr�de,5459,1224,1,59.28772,5.11688
1260,6239,25267050.32479,23458.19598,4,-18972.93000,6657341.83000,0.00000,ARNAVIK,,55,1500,0,0,0,0,Postomr�de,5458,1224,1,59.28772,5.11688
1301,6424,50852120.28735,41778.27310,4,-39774.38000,6668568.78000,0.00000,SAGV�G,,55,1500,0,0,0,0,Postomr�de,5410,1221,1,59.28772,5.11688
1302,6428,11860389.15103,20332.96303,4,-36203.03000,6667620.58000,0.00000,STORD,,55,1500,0,0,0,0,Postomr�de,5415,1221,1,59.28772,5.11688
1304,6437,26820857.52882,24520.79202,4,-36139.10000,6661424.36000,0.00000,STORD,,55,1500,0,0,0,0,Postomr�de,5412,1221,1,59.28772,5.11688
1306,6445,11242959.00462,15928.31982,4,-32341.60000,6663367.00000,0.00000,STORD,,55,1500,0,0,0,0,Postomr�de,5411,1221,1,59.28772,5.11688
1307,6446,7057501.95544,12946.73945,4,-33592.73000,6665788.67000,0.00000,STORD,,55,1500,0,0,0,0,Postomr�de,5417,1221,1,59.28772,5.11688
1313,6471,36735726.54514,29186.42175,4,-41298.73000,6649162.24000,0.00000,AUKLANDSHAMN,,55,1500,0,0,0,0,Postomr�de,5551,1216,1,59.28772,5.11688
1314,6476,107961026.65715,49039.21593,4,-34637.48000,6653897.31000,0.00000,VALEV�G,,55,1500,0,0,0,0,Postomr�de,5554,1216,1,59.28772,5.11688
1332,6548,95906249.83015,56009.08069,4,-26193.02000,6652599.57000,0.00000,BJOA,,55,1500,0,0,0,0,Postomr�de,5584,1160,1,59.28772,5.11688
1439,7040,84532486.71140,46658.39256,4,-42713.46000,6658707.82000,0.00000,MOSTERHAMN,,55,1500,0,0,0,0,Postomr�de,5440,1219,1,59.28772,5.11688
1444,7057,76224652.34433,43604.85469,4,-31891.92000,6673628.87000,0.00000,STORD,,55,1500,0,0,0,0,Postomr�de,5414,1221,1,59.28772,5.11688
1489,7160,168695638.51563,52110.52393,4,-62100.74000,6643324.87000,0.00000,ESPEV�R,,55,1500,0,0,0,0,Postomr�de,5444,1219,1,59.28772,5.11688
1491,7167,345164737.28892,107192.76882,4,-1467.18000,6649330.49000,755.12000,ETNE,,55,1500,0,0,0,0,Postomr�de,5590,1211,1,59.28772,5.11688
1494,7170,186193039.04828,66360.48104,4,-47410.36000,6639731.93000,29.24000,SVEIO,,55,1500,0,0,0,0,Postomr�de,5550,1216,1,59.28772,5.11688
1495,7171,38877155.76508,27557.73797,4,-35090.59000,6643196.83000,0.00000,F�RDE I HORDALAND,,55,1500,0,0,0,0,Postomr�de,5555,1216,1,59.28772,5.11688
1498,7176,45502604.63763,35271.65571,4,-23007.60000,6644123.60000,43.29000,�LENSV�G,,55,1500,0,0,0,0,Postomr�de,5582,1160,1,59.28772,5.11688
1499,7177,39269103.06077,29262.35385,4,-16581.38000,6642323.15000,0.00000,�LEN,,55,1500,0,0,0,0,Postomr�de,5580,1160,1,59.28772,5.11688
1501,7179,75933222.79259,41535.54903,4,-30375.60000,6642461.65000,0.00000,VIKEBYGD,,55,1500,0,0,0,0,Postomr�de,5568,1160,1,59.28772,5.11688
2678,13068,597619516.29172,126558.78532,4,72454.02000,6573871.00000,0.00000,RYSSTAD,,55,1500,0,0,0,0,Postomr�de,4748,940,1,59.28772,5.11688
2679,13069,1144714297.86673,198611.84293,4,80828.08000,6551699.36000,0.00000,BYGLAND,,55,1500,0,0,0,0,Postomr�de,4745,938,1,59.28772,5.11688
3000,14603,1395593.72314,6430.28548,4,-33550.52000,6565757.00000,0.00000,STAVANGER,,82,0,0,0,0,0,Postomr�de,4034,1103,1,59.28772,5.11688
3017,14795,2092612.25510,8294.01857,4,-47241.19000,6625159.30000,64.90000,HAUGESUND,,82,0,0,0,0,0,Postomr�de,5534,1106,1,59.28772,5.11688
3055,15468,1394407.73330,5013.29808,4,8515.16000,6573802.31000,0.00000,FL�YRLI,12.09.2005,82,0,0,0,0,0,Postomr�de,4128,1129,1,59.28772,5.11688
3056,15478,30201968.92021,33582.72168,4,-40434.75000,6566913.06000,0.00000,SOLA,08.08.2012,82,0,0,0,0,0,Postomr�de,4055,1124,1,59.28772,5.11688
3142,20975,73198395.95734,43747.08794,4,-49163.21000,6573271.22000,0.00000,TANANGER,13.03.2012,0,0,0,0,0,0,Postomr�de,4057,1124,1,59.28772,5.11688
3143,20976,19029204.24252,30098.63561,4,-43755.20000,6575221.55000,0.00000,TANANGER,13.03.2012,0,0,0,0,0,0,Postomr�de,4058,1124,1,59.28772,5.11688
3144,21039,179341.55367,1969.14695,4,-33849.69000,6565143.69000,0.00000,STAVANGER,20.06.2012,82,0,0,0,0,0,Postomr�de,4035,1103,1,59.28772,5.11688
3198,21301,9696868.41731,12831.77156,4,-31938.37000,6578388.41000,0.00000,HUNDV�G,,82,0,0,0,0,0,Postomr�de,4083,1103,1,59.28772,5.11688
3199,21302,4116308.58321,9169.49050,4,-30677.26000,6574693.26000,0.00000,HUNDV�G,,82,0,0,0,0,0,Postomr�de,4077,1103,1,59.28772,5.11688
3200,21307,4591276.65590,11523.19597,4,-37717.39000,6563434.85000,16.75000,SOLA,,82,0,0,0,0,0,Postomr�de,4051,1124,1,59.28772,5.11688
3248,21527,12729274.54257,18069.23043,4,-41652.96000,6549978.87000,0.00000,BRYNE,,82,0,0,0,0,0,Postomr�de,4341,1121,1,59.28772,5.11688
3249,21528,3997909.64725,12887.37269,4,-40489.21000,6546810.58000,0.00000,BRYNE,,82,0,0,0,0,0,Postomr�de,4344,1121,1,59.28772,5.11688
3250,21529,1853849.41959,6401.13164,4,-39034.52000,6547159.38000,0.00000,BRYNE,,82,0,0,0,0,0,Postomr�de,4345,1121,1,59.28772,5.11688
3251,21530,35248287.16901,38846.28303,4,-37841.68000,6544804.97000,7.52000,BRYNE,,82,0,0,0,0,0,Postomr�de,4346,1121,1,59.28772,5.11688
3252,21531,22970990.10313,23535.86843,4,-35327.19000,6546881.70000,0.00000,LYE,,82,0,0,0,0,0,Postomr�de,4347,1121,1,59.28772,5.11688
3258,21572,39032822.43549,29509.49099,4,-21937.25000,6517454.00000,0.00000,EGERSUND,,82,0,0,0,0,0,Postomr�de,4373,1101,1,59.28772,5.11688
3259,21573,131366717.98500,55550.92283,4,-19505.83000,6510259.89000,118.19000,EGERSUND,,82,0,0,0,0,0,Postomr�de,4372,1101,1,59.28772,5.11688
3260,21574,2853984.64803,9294.46168,4,-24649.22000,6512689.07000,0.00000,EGERSUND,,82,0,0,0,0,0,Postomr�de,4371,1101,1,59.28772,5.11688
3261,21575,200394032.38548,62497.29505,4,-29418.54000,6511038.48000,0.00000,EGERSUND,,82,0,0,0,0,0,Postomr�de,4374,1101,1,59.28772,5.11688
3272,21656,2350456.90355,7800.10841,4,-32365.30000,6564734.59000,0.00000,STAVANGER,01.10.2012,82,0,0,0,0,0,Postomr�de,4031,1103,1,59.28772,5.11688
3339,22929,74290369.17226,37280.37650,4,-41122.49000,6579163.06000,0.00000,RANDABERG,01.10.2016,82,0,0,0,0,0,Postomr�de,4071,1127,1,59.28772,5.11688
3340,22930,8511191.31169,14664.18548,4,-36098.60000,6579542.63000,0.00000,RANDABERG,01.10.2016,82,0,0,0,0,0,Postomr�de,4072,1127,1,59.28772,5.11688
3341,22931,6340360.68211,12740.40997,4,-37113.16000,6576175.48000,25.59000,RANDABERG,01.10.2016,82,0,0,0,0,0,Postomr�de,4073,1127,1,59.28772,5.11688
3342,22938,3345593.99709,8549.06166,4,-30248.57000,6559439.33000,0.00000,SANDNES,01.10.2016,82,0,0,0,0,0,Postomr�de,4338,1102,1,59.28772,5.11688
3343,22942,439538.57951,2698.75810,4,-33914.03000,6558133.21000,0.00000,SANDNES,01.10.2016,82,0,0,0,0,0,Postomr�de,4320,1102,1,59.28772,5.11688
3344,22948,11114971.61542,19709.03066,4,-31556.73000,6556520.23000,97.40000,SANDNES,01.10.2016,82,0,0,0,0,0,Postomr�de,4336,1102,1,59.28772,5.11688
3345,22952,9681962.80440,17420.18264,4,-28588.06000,6556210.60000,0.00000,SANDNES,01.10.2016,82,0,0,0,0,0,Postomr�de,4337,1102,1,59.28772,5.11688
